date,open,high,low,close,volume
2023-10-03,3040.5,3077.45,2995.1,3073.25,3254492
2023-10-04,3064.1,3064.1,2990.05,3027.75,3100946
2023-10-05,3032.55,3114.9,3032.55,3096.05,3413447
2023-10-06,3114.95,3114.95,3073.15,3093.7,1898118
2023-10-09,3075.0,3085.0,3055.55,3074.7,1181760
2023-10-10,3073.85,3099.0,3072.15,3076.0,1551789
2023-10-11,3090.0,3110.0,3084.4,3088.7,2066921
2023-10-12,3094.0,3105.05,3067.05,3081.75,1870280
2023-10-13,3067.75,3099.0,3063.5,3089.6,1437808
2023-10-16,3098.95,3113.25,3074.7,3101.9,818794
2023-10-17,3109.9,3114.2,3063.0,3066.3,1847182
2023-10-18,3068.65,3079.15,3037.15,3045.6,1350839
2023-10-19,3025.6,3069.9,3007.15,3054.4,1599104
2023-10-20,3039.95,3056.25,2977.3,3012.35,1667471
2023-10-23,3003.0,3006.9,2949.0,2958.3,1614030
2023-10-25,2959.0,2965.5,2910.3,2916.1,2108353
2023-10-26,2906.0,2916.15,2857.05,2864.6,3286109
2023-10-27,2864.65,2910.55,2857.65,2901.9,2399538
2023-10-30,2899.2,2932.0,2856.15,2926.35,1693052
2023-10-31,2929.95,2951.55,2907.95,2929.05,1556467
2023-11-01,2947.45,2983.15,2871.05,2895.3,3875595
2023-11-02,2935.0,2937.85,2903.2,2918.1,1451606
2023-11-03,2934.0,2948.05,2905.0,2911.25,1136175
2023-11-06,2933.0,2979.0,2927.25,2975.45,1235499
2023-11-07,2970.0,2983.6,2956.1,2961.3,1112206
2023-11-08,2974.7,3002.75,2961.0,2996.45,1013438
2023-11-09,3003.0,3028.7,2997.0,3024.85,1719911
2023-11-10,3021.05,3044.0,3005.25,3033.25,947753
2023-11-12,3054.95,3060.0,3044.0,3052.0,256389
2023-11-13,3050.0,3054.35,3031.65,3048.5,531769
2023-11-15,3062.35,3071.05,3055.0,3064.95,1160184
2023-11-16,3057.95,3082.1,3045.0,3051.15,1597607
2023-11-17,3050.0,3115.45,3045.15,3109.0,1325050
2023-11-20,3095.1,3111.95,3076.2,3088.8,1231164
2023-11-21,3088.5,3099.0,3062.45,3074.85,1884782
2023-11-22,3074.85,3088.65,3062.5,3082.3,1104208
2023-11-23,3080.0,3088.0,3031.05,3045.65,1514688
2023-11-24,3050.0,3067.0,3039.6,3054.25,915121
2023-11-28,3054.0,3059.15,3035.0,3050.0,1210508
2023-11-29,3050.0,3089.9,3049.0,3083.75,1801107
2023-11-30,3076.3,3124.55,3058.7,3109.2,3131624
2023-12-01,3129.95,3197.95,3121.05,3190.65,2112908
2023-12-04,3285.0,3347.55,3250.0,3313.55,3095974
2023-12-05,3319.05,3325.0,3279.05,3315.45,1659309
2023-12-06,3330.0,3401.0,3321.0,3392.3,2057233
2023-12-07,3392.3,3409.9,3337.05,3355.6,2128823
2023-12-08,3377.0,3430.0,3366.0,3378.45,2428891
2023-12-11,3377.95,3405.0,3360.0,3385.8,1534238
2023-12-12,3375.0,3375.0,3332.0,3342.4,1888423
2023-12-13,3352.95,3410.0,3346.2,3399.8,1509107
2023-12-14,3425.95,3440.0,3400.1,3433.1,2425646
2023-12-15,3435.15,3498.9,3432.85,3488.0,2632935
2023-12-18,3496.0,3506.0,3466.0,3491.6,1767429
2023-12-19,3488.95,3525.0,3476.05,3498.95,1311700
2023-12-20,3505.0,3514.6,3412.55,3418.5,1876048
2023-12-21,3390.05,3439.95,3333.0,3424.15,2292802
2023-12-22,3424.0,3496.0,3408.6,3477.95,1681707
2023-12-26,3477.95,3508.35,3477.95,3490.05,1072263
2023-12-27,3510.0,3549.0,3504.15,3544.0,1389266
2023-12-28,3545.0,3559.95,3500.5,3518.05,3371121
2023-12-29,3531.0,3540.0,3495.0,3526.0,968577
2024-01-01,3538.0,3538.0,3496.05,3525.45,777080
2024-01-02,3525.05,3525.45,3432.0,3438.1,1511464
2024-01-03,3433.0,3465.85,3411.6,3440.35,1283859
2024-01-04,3441.05,3480.1,3423.0,3458.7,1651616
2024-01-05,3464.95,3555.0,3460.0,3521.9,2069018
2024-01-08,3540.0,3559.95,3490.0,3501.1,1993855
2024-01-09,3527.45,3593.75,3520.1,3555.95,1807271
2024-01-10,3549.95,3558.95,3520.0,3545.5,1534821
2024-01-11,3545.5,3559.55,3500.55,3504.85,1105348
2024-01-12,3505.05,3578.65,3494.05,3568.8,1782631
2024-01-15,3576.1,3605.7,3538.05,3543.05,1783518
