date,open,high,low,close,volume
2024-08-29,697.65,702.35,691.4,700.5,5728640
2024-08-30,699.0,708.5,695.1,701.35,7404373
2024-09-02,706.7,706.7,683.2,683.9,6186645
2024-09-03,687.65,692.7,677.55,678.9,4457291
2024-09-04,666.65,673.8,661.25,666.8,5816848
2024-09-05,670.0,672.4,667.25,669.95,3749608
2024-09-06,668.25,677.0,665.45,667.1,6311131
2024-09-09,664.0,664.0,651.0,658.55,5144488
2024-09-10,664.9,666.8,653.7,659.5,3304741
2024-09-11,658.6,658.6,645.4,647.7,3825823
2024-09-12,658.0,677.9,651.5,676.2,8594764
2024-09-13,686.0,686.4,670.6,673.25,5977861
2024-09-16,680.1,687.55,676.55,685.15,4258546
2024-09-17,689.0,692.0,681.1,683.0,3395470
2024-09-18,685.0,687.95,673.35,685.25,3404940
2024-09-19,690.0,690.85,668.2,684.2,5134590
2024-09-20,692.1,698.8,688.75,694.4,9753966
2024-09-23,695.5,698.0,687.95,690.55,2808114
2024-09-24,697.6,719.7,693.0,717.85,15201960
2024-09-25,725.0,730.9,715.55,718.45,9525319
2024-09-26,718.45,736.15,710.7,734.65,10573166
2024-09-27,746.95,757.7,742.1,747.15,12936973
2024-09-30,750.0,764.45,749.45,756.2,8566640
2024-10-01,755.0,765.5,745.2,761.55,4402151
2024-10-03,750.0,772.65,744.7,747.1,5649089
2024-10-04,742.65,757.55,740.05,747.9,4624509
2024-10-07,753.0,753.0,722.5,731.3,5862059
2024-10-08,723.5,732.0,708.0,721.8,5418558
2024-10-09,710.0,735.75,710.0,727.55,3733320
2024-10-10,731.9,738.2,726.3,730.15,3890250
2024-10-11,736.0,749.95,733.05,747.35,5224383
2024-10-14,746.0,755.0,739.45,743.0,2540789
2024-10-15,746.0,750.0,720.65,726.95,3056619
2024-10-16,728.5,738.9,726.05,733.1,3207796
2024-10-17,741.1,747.3,732.35,734.8,6213860
2024-10-18,734.8,756.45,725.05,753.5,5474367
2024-10-21,760.0,765.45,737.0,739.6,2981749
2024-10-22,733.0,745.8,718.3,720.25,5672302
2024-10-23,716.0,731.15,713.3,717.1,6522834
2024-10-24,715.0,715.0,666.75,690.7,14909729
2024-10-25,694.5,694.9,668.45,678.75,4091651
2024-10-28,681.0,697.0,680.8,692.9,2587719
2024-10-29,692.9,696.2,676.45,693.6,4293867
2024-10-30,690.95,698.8,685.4,688.4,3284187
2024-10-31,686.85,689.55,679.25,686.05,4478581
2024-11-01,687.5,693.9,687.2,690.9,472898
2024-11-04,689.0,689.9,661.6,674.3,5245661
2024-11-05,675.6,701.45,674.8,697.55,4931994
2024-11-06,706.0,714.25,687.85,708.2,5500043
2024-11-07,682.0,687.7,646.3,648.1,26671445
2024-11-08,654.75,660.45,647.0,650.45,7886228
2024-11-11,647.45,657.6,638.7,655.35,4933389
2024-11-12,668.0,673.5,648.15,651.65,12009560
2024-11-13,648.0,649.9,622.55,626.6,7867492
2024-11-14,630.0,636.45,625.15,627.35,6937416
2024-11-18,641.9,663.1,639.9,651.05,13618683
2024-11-19,651.1,655.55,637.65,640.0,5015887
2024-11-21,641.0,653.9,634.3,648.05,7910597
2024-11-22,652.95,657.3,647.4,652.1,3586402
