date,open,high,low,close,volume
2024-04-25,1479.95,1515.05,1479.95,1504.15,4558032
2024-04-26,1516.85,1531.45,1464.95,1473.85,4328477
2024-04-29,1415.0,1436.0,1381.0,1387.4,11493223
2024-04-30,1376.4,1397.9,1362.45,1366.6,7606726
2024-05-02,1358.0,1377.9,1358.0,1360.7,6555505
2024-05-03,1370.0,1370.0,1333.55,1348.05,5964228
2024-05-06,1358.0,1365.0,1348.5,1358.8,2504082
2024-05-07,1347.95,1348.9,1326.15,1330.95,5096525
2024-05-08,1330.95,1334.0,1307.3,1313.65,6832455
2024-05-09,1315.0,1339.0,1314.5,1320.05,5653762
2024-05-10,1320.1,1322.9,1303.6,1316.2,3357203
2024-05-13,1316.2,1321.9,1301.65,1312.9,2316566
2024-05-14,1322.0,1326.95,1308.7,1321.05,3200462
2024-05-15,1319.25,1340.3,1318.25,1332.9,2975965
2024-05-16,1345.0,1357.8,1328.5,1348.15,5055915
2024-05-17,1351.0,1351.0,1330.2,1333.2,2487831
2024-05-18,1335.05,1340.0,1333.05,1338.9,107491
2024-05-21,1314.0,1349.85,1314.0,1341.9,4966721
2024-05-22,1348.95,1352.9,1340.0,1343.05,2390777
2024-05-23,1346.65,1358.45,1338.0,1353.55,3326149
2024-05-24,1360.0,1360.0,1340.85,1345.2,1769966
2024-05-27,1351.0,1359.6,1338.0,1353.3,1942325
2024-05-28,1357.85,1363.3,1345.6,1358.4,2147233
2024-05-29,1366.0,1366.6,1346.95,1353.1,3845920
2024-05-30,1346.0,1351.55,1325.1,1331.85,4150461
2024-05-31,1331.85,1340.9,1315.75,1324.1,10319045
2024-06-03,1350.55,1354.75,1309.85,1314.45,5384064
2024-06-04,1325.0,1325.0,1235.0,1303.55,5447244
2024-06-05,1320.0,1356.9,1316.1,1343.7,3005139
2024-06-06,1354.0,1399.8,1350.9,1397.5,5936709
2024-06-07,1407.0,1438.65,1398.0,1431.5,5884025
2024-06-10,1440.0,1442.0,1397.5,1418.75,3293739
2024-06-11,1425.0,1437.95,1415.4,1428.8,2269082
2024-06-12,1472.0,1472.0,1434.5,1438.75,5990861
2024-06-13,1447.75,1457.7,1437.1,1444.15,4232861
2024-06-14,1444.15,1446.0,1424.4,1431.05,3065114
2024-06-18,1431.05,1439.75,1427.05,1437.2,2223029
2024-06-19,1440.05,1451.9,1430.3,1445.85,3117522
2024-06-20,1448.95,1448.95,1429.55,1443.45,3163919
2024-06-21,1462.0,1481.95,1439.2,1447.85,6489262
2024-06-24,1437.85,1443.95,1426.6,1440.85,1988692
2024-06-25,1440.95,1450.1,1426.45,1447.95,2079037
2024-06-26,1447.95,1453.3,1438.2,1443.7,1917424
2024-06-27,1435.0,1460.55,1423.5,1454.9,6613193
2024-06-28,1468.0,1468.7,1442.0,1459.6,4943575
2024-07-01,1465.0,1478.6,1455.0,1468.85,3723295
2024-07-02,1475.0,1492.45,1473.0,1480.8,3811366
2024-07-03,1489.0,1489.0,1471.2,1481.0,2070876
2024-07-04,1485.0,1534.55,1485.0,1522.35,6822557
2024-07-05,1523.0,1529.25,1505.55,1519.4,3061687
2024-07-08,1528.0,1540.0,1506.2,1533.4,2939620
2024-07-09,1533.4,1546.3,1525.0,1531.1,2658608
2024-07-10,1531.1,1532.6,1487.85,1509.95,3507096
2024-07-11,1515.0,1534.0,1508.05,1511.9,3304053
2024-07-12,1530.0,1566.0,1510.5,1560.2,6430647
2024-07-15,1580.0,1636.4,1567.4,1569.6,10337489
2024-07-16,1565.0,1583.0,1555.0,1569.55,3540661
2024-07-18,1558.05,1599.25,1557.0,1594.55,4399468
2024-07-19,1610.5,1616.45,1588.6,1594.55,5633838
2024-07-22,1588.6,1594.5,1570.9,1577.1,2704495
2024-07-23,1574.0,1600.8,1551.1,1598.35,2907674
2024-07-24,1594.0,1598.0,1576.85,1583.7,2484299
2024-07-25,1570.0,1594.0,1562.85,1587.6,2934731
2024-07-26,1602.8,1640.0,1594.0,1635.35,2814159
2024-07-29,1640.2,1645.0,1620.0,1632.35,1639491
2024-07-30,1629.0,1633.0,1618.0,1630.25,1783877
2024-07-31,1621.0,1645.0,1619.2,1642.6,1984986
2024-08-01,1640.05,1655.5,1636.1,1640.55,1785188
2024-08-02,1620.05,1639.0,1601.15,1609.3,1692851
2024-08-05,1575.0,1595.7,1537.0,1562.4,3279717
2024-08-06,1563.0,1605.0,1563.0,1582.75,2138704
2024-08-07,1605.0,1615.0,1590.0,1594.6,1897787
2024-08-08,1597.0,1602.0,1554.55,1557.85,2373805
2024-08-09,1584.9,1602.0,1575.85,1589.95,2021762
2024-08-12,1590.0,1600.5,1573.85,1585.25,1273739
2024-08-13,1578.0,1608.4,1577.65,1592.65,1973825
2024-08-14,1600.1,1629.75,1598.25,1626.15,3932148
2024-08-16,1635.0,1674.0,1632.7,1668.25,3101056
2024-08-19,1665.0,1685.0,1659.05,1678.5,1631947
2024-08-20,1680.0,1695.05,1669.2,1686.75,2786109
2024-08-21,1686.0,1688.85,1673.75,1677.25,1410370
2024-08-22,1687.0,1687.0,1673.0,1676.15,1749127
2024-08-23,1676.05,1685.95,1657.15,1661.45,2158185
2024-08-26,1671.0,1734.0,1667.1,1719.45,2672708
2024-08-27,1725.85,1756.85,1705.1,1711.6,3556487
2024-08-28,1712.55,1737.75,1693.05,1719.45,2516461
2024-08-29,1714.0,1756.0,1697.25,1751.85,5112407
2024-08-30,1751.85,1766.3,1742.2,1753.25,4792561
2024-09-02,1764.2,1812.0,1760.0,1806.65,4445349
2024-09-03,1806.0,1817.15,1787.05,1790.45,2553290
2024-09-04,1765.1,1795.65,1765.0,1785.25,2644961
2024-09-05,1792.0,1797.7,1767.3,1790.55,2878565
2024-09-06,1788.0,1795.75,1740.05,1756.1,3351716
2024-09-09,1758.35,1766.3,1741.15,1746.75,1418238
2024-09-10,1749.45,1789.3,1747.15,1779.1,2307528
2024-09-11,1778.2,1796.85,1773.7,1778.75,2303930
2024-09-12,1800.0,1814.2,1777.1,1807.6,3349489
2024-09-13,1805.0,1820.0,1795.65,1812.8,1599349
2024-09-16,1819.0,1824.25,1808.2,1811.85,836199
2024-09-17,1811.95,1828.0,1807.2,1813.75,830317
2024-09-18,1808.1,1808.1,1740.1,1756.5,2629136
2024-09-19,1776.0,1776.0,1721.5,1736.5,4167373
2024-09-20,1748.0,1766.1,1721.4,1760.05,4644317
2024-09-23,1764.0,1764.0,1732.5,1752.8,1541597
2024-09-24,1750.0,1783.5,1738.35,1775.6,1907389
2024-09-25,1778.8,1784.05,1755.0,1782.4,2240579
2024-09-26,1782.25,1808.4,1778.9,1783.85,4303250
2024-09-27,1810.0,1828.55,1796.55,1808.4,4099016
2024-09-30,1808.0,1820.7,1789.15,1796.1,2117894
2024-10-01,1790.0,1822.45,1790.0,1816.5,1642542
2024-10-03,1778.0,1809.3,1770.0,1778.55,3552386
2024-10-04,1778.0,1807.9,1767.25,1776.6,2982759
2024-10-07,1784.95,1804.2,1767.9,1776.95,3419048
2024-10-08,1774.0,1794.0,1743.0,1789.45,2353030
2024-10-09,1793.05,1825.0,1790.15,1809.7,2499596
2024-10-10,1820.0,1839.95,1797.0,1808.65,3753869
2024-10-11,1804.0,1852.8,1800.65,1839.65,2977110
2024-10-14,1846.05,1865.5,1832.4,1855.9,1751092
2024-10-15,1830.0,1882.75,1829.95,1870.1,5696544
2024-10-16,1869.0,1885.0,1854.05,1865.25,2144442
2024-10-17,1869.9,1877.05,1851.45,1867.8,2399099
2024-10-18,1867.0,1873.9,1843.0,1857.7,2366406
2024-10-21,1875.3,1888.5,1840.0,1843.6,1284980
2024-10-22,1829.8,1852.0,1819.5,1822.75,2089660
2024-10-23,1793.5,1865.0,1793.5,1845.75,2522186
2024-10-24,1845.0,1862.95,1837.7,1844.9,1621637
2024-10-25,1860.0,1871.55,1840.2,1852.35,4078295
2024-10-28,1845.1,1876.8,1845.1,1871.75,2418907
2024-10-29,1871.75,1875.9,1851.2,1871.75,1719955
2024-10-30,1861.0,1869.45,1835.3,1838.8,1732047
2024-10-31,1840.0,1843.9,1756.55,1766.05,3616088
2024-11-01,1777.0,1781.3,1751.0,1757.4,242223
2024-11-04,1763.0,1782.1,1745.0,1762.95,2843690
2024-11-05,1769.0,1783.35,1761.5,1773.55,1818350
2024-11-06,1791.1,1853.0,1783.0,1838.4,3477029
2024-11-07,1850.05,1862.55,1814.2,1831.95,2173869
2024-11-08,1838.95,1854.15,1828.05,1837.5,1521324
2024-11-11,1846.7,1874.0,1834.0,1867.3,1679869
2024-11-12,1891.0,1892.95,1864.45,1872.85,2711052
2024-11-13,1866.0,1879.6,1859.1,1864.75,1254074
2024-11-14,1872.0,1897.0,1846.35,1858.95,2462563
2024-11-18,1858.95,1865.05,1815.0,1835.0,2483933
2024-11-19,1837.0,1865.0,1817.3,1820.55,2354204
2024-11-21,1835.0,1839.55,1820.2,1836.35,1841245
2024-11-22,1846.35,1902.0,1836.5,1898.4,2765950
