date,open,high,low,close,volume,Ticker
2024-05-10,2794.95,2809.0,2760.45,2797.25,2354794,ADANIENT
2024-05-13,2803.0,2890.0,2790.5,2879.6,3784373,ADANIENT
2024-05-14,2894.95,3046.0,2874.55,3037.55,5725807,ADANIENT
2024-05-15,3046.75,3118.85,3037.6,3049.75,1688836,ADANIENT
2024-05-16,3065.0,3076.95,2974.95,3041.65,1835312,ADANIENT
2024-05-17,3041.05,3091.0,3015.5,3060.5,825436,ADANIENT
2024-05-18,3074.0,3074.0,3055.0,3059.75,74336,ADANIENT
2024-05-21,3067.9,3175.0,3034.5,3117.5,3091659,ADANIENT
2024-05-22,3129.95,3145.0,3073.5,3140.95,3371077,ADANIENT
2024-05-23,3156.7,3406.0,3135.55,3387.3,6979082,ADANIENT
2024-05-24,3406.0,3457.85,3355.6,3384.95,3473668,ADANIENT
2024-05-27,3358.0,3358.0,3267.05,3289.05,2582485,ADANIENT
2024-05-28,3309.65,3329.5,3229.05,3244.05,1621168,ADANIENT
2024-05-29,3250.0,3322.9,3212.0,3258.8,1910729,ADANIENT
2024-05-30,3254.0,3274.3,3174.5,3194.25,1990208,ADANIENT
2024-05-31,3225.25,3434.45,3225.25,3411.35,6384589,ADANIENT
2024-06-03,3725.0,3743.9,3586.05,3645.25,8511359,ADANIENT
2024-06-04,3520.0,3520.0,2733.95,2941.25,20306909,ADANIENT
2024-06-05,3030.0,3150.0,2750.0,3115.35,8778345,ADANIENT
2024-06-06,3184.0,3222.4,3137.15,3185.65,5873271,ADANIENT
2024-06-07,3170.4,3233.75,3151.6,3219.55,4740455,ADANIENT
2024-06-10,3267.0,3284.4,3205.5,3220.1,4935698,ADANIENT
2024-06-11,3224.0,3265.0,3195.05,3221.25,4173692,ADANIENT
2024-06-12,3224.9,3245.0,3208.0,3219.05,3022477,ADANIENT
2024-06-13,3230.0,3254.0,3207.25,3224.8,3202978,ADANIENT
2024-06-14,3225.0,3275.0,3221.1,3261.75,4224855,ADANIENT
2024-06-18,3310.0,3345.0,3287.2,3309.05,1755612,ADANIENT
2024-06-19,3314.0,3314.0,3226.3,3261.9,1419264,ADANIENT
2024-06-20,3263.9,3315.0,3240.0,3259.45,1366545,ADANIENT
2024-06-21,3265.05,3277.1,3176.4,3189.3,4697655,ADANIENT
2024-06-24,3185.75,3214.8,3135.0,3194.6,3261647,ADANIENT
2024-06-25,3204.75,3208.45,3156.35,3171.1,1694962,ADANIENT
2024-06-26,3169.05,3187.7,3163.9,3170.5,2142889,ADANIENT
2024-06-27,3177.0,3202.25,3150.0,3175.15,5114980,ADANIENT
2024-06-28,3190.0,3211.95,3157.0,3177.15,960905,ADANIENT
2024-07-01,3179.95,3193.15,3157.55,3183.8,832170,ADANIENT
2024-07-02,3179.85,3207.8,3131.05,3153.2,1490844,ADANIENT
2024-07-03,3158.0,3194.55,3147.75,3190.95,1152522,ADANIENT
2024-07-04,3192.0,3194.45,3138.05,3144.25,1055391,ADANIENT
2024-07-05,3143.9,3158.55,3123.95,3147.9,663988,ADANIENT
2024-07-08,3147.9,3158.2,3075.0,3113.6,1155112,ADANIENT
2024-07-09,3115.95,3158.0,3100.5,3110.75,922403,ADANIENT
2024-07-10,3120.1,3127.25,3063.4,3096.0,586710,ADANIENT
2024-07-11,3118.7,3129.8,3074.1,3078.3,899781,ADANIENT
2024-07-12,3090.0,3098.8,3058.35,3065.45,756036,ADANIENT
2024-07-15,3066.1,3103.5,3058.35,3090.4,724174,ADANIENT
2024-07-16,3110.0,3137.75,3096.1,3109.3,988357,ADANIENT
2024-07-18,3106.0,3111.0,3057.15,3092.2,1021653,ADANIENT
2024-07-19,3092.0,3094.5,3000.0,3005.7,1026941,ADANIENT
2024-07-22,3005.7,3026.9,2972.15,3000.85,662085,ADANIENT
2024-07-23,3020.0,3038.0,2886.35,2995.35,1443331,ADANIENT
2024-07-24,2995.35,3007.5,2959.3,2970.7,693702,ADANIENT
2024-07-25,2960.7,3017.65,2945.1,2973.5,1105721,ADANIENT
2024-07-26,2995.0,3109.0,2988.1,3080.5,1942427,ADANIENT
2024-07-29,3094.3,3120.35,3074.0,3089.35,1037474,ADANIENT
2024-07-30,3092.0,3155.0,3066.65,3128.75,1647048,ADANIENT
2024-07-31,3141.0,3197.5,3135.0,3169.4,2414005,ADANIENT
2024-08-01,3180.0,3258.0,3151.7,3217.25,6149883,ADANIENT
2024-08-02,3200.0,3215.0,3111.0,3160.9,3360209,ADANIENT
2024-08-05,3085.0,3133.05,2996.3,3038.2,2238921,ADANIENT
2024-08-06,3084.0,3142.8,3057.25,3072.7,2125201,ADANIENT
2024-08-07,3118.0,3190.0,3112.0,3185.95,1868169,ADANIENT
2024-08-08,3190.55,3242.65,3156.55,3167.55,2139376,ADANIENT
2024-08-09,3209.0,3219.3,3171.05,3187.55,760165,ADANIENT
2024-08-12,3100.0,3169.85,3014.0,3151.75,10307245,ADANIENT
2024-08-13,3170.05,3178.1,3081.75,3092.2,2192588,ADANIENT
2024-08-14,3085.7,3085.7,3027.75,3040.1,1232383,ADANIENT
2024-08-16,3070.0,3121.6,3039.35,3108.8,970067,ADANIENT
2024-08-19,3122.05,3134.3,3092.95,3102.55,557265,ADANIENT
2024-08-20,3118.95,3126.0,3058.85,3070.65,662263,ADANIENT
2024-08-21,3070.65,3153.3,3068.4,3115.7,1379240,ADANIENT
2024-08-22,3130.75,3150.0,3091.0,3099.05,1378912,ADANIENT
2024-08-23,3101.0,3123.0,3067.6,3076.35,1375224,ADANIENT
2024-08-26,3088.0,3090.0,3055.0,3069.0,1632446,ADANIENT
2024-08-27,3072.2,3095.75,3064.0,3067.1,1310440,ADANIENT
2024-08-28,3078.0,3078.0,3022.1,3028.0,1569652,ADANIENT
2024-08-29,3030.0,3041.95,2981.3,3020.15,1853966,ADANIENT
2024-08-30,3030.0,3038.55,3003.3,3019.35,3509174,ADANIENT
2024-09-02,3021.1,3059.15,2997.6,3042.15,1842658,ADANIENT
2024-09-03,3037.0,3053.05,3023.8,3036.1,1371577,ADANIENT
2024-09-04,3010.0,3025.0,2955.2,3012.35,1212270,ADANIENT
2024-09-05,3025.0,3037.9,3002.0,3015.35,734273,ADANIENT
2024-09-06,3019.0,3025.0,2968.0,2975.45,1251165,ADANIENT
2024-09-09,2972.1,2972.5,2927.3,2964.15,1523581,ADANIENT
2024-09-10,2971.6,3007.4,2947.6,2986.4,803782,ADANIENT
2024-09-11,2985.0,2992.95,2928.0,2937.85,888628,ADANIENT
2024-09-12,2950.0,3000.0,2917.15,2991.0,1314173,ADANIENT
2024-09-13,2972.0,3001.95,2956.05,2968.35,815948,ADANIENT
2024-09-16,2972.0,3026.4,2972.0,2984.9,695162,ADANIENT
2024-09-17,2990.05,2995.9,2952.5,2975.2,698700,ADANIENT
2024-09-18,2976.0,2984.75,2935.0,2956.3,831891,ADANIENT
2024-09-19,2975.05,2975.25,2890.35,2943.15,1655401,ADANIENT
2024-09-20,2948.15,3025.0,2942.05,3008.5,1787210,ADANIENT
2024-09-23,3020.0,3070.0,3015.25,3043.95,897314,ADANIENT
2024-09-24,3055.0,3101.0,3040.25,3093.9,1021918,ADANIENT
2024-09-25,3108.0,3123.9,3080.2,3105.1,913008,ADANIENT
2024-09-26,3085.0,3148.0,3085.0,3122.65,1548019,ADANIENT
2024-09-27,3122.0,3179.0,3116.0,3130.3,2297441,ADANIENT
2024-09-30,3129.0,3209.9,3120.4,3135.85,1607429,ADANIENT
2024-10-01,3136.3,3192.0,3107.0,3186.1,1367116,ADANIENT
2024-10-03,3150.0,3196.35,3084.1,3116.0,1309703,ADANIENT
2024-10-04,3119.9,3149.5,3070.0,3110.65,987583,ADANIENT
2024-10-07,3110.65,3128.5,2980.45,3018.0,1743454,ADANIENT
2024-10-08,3018.5,3170.0,2994.85,3160.7,1776511,ADANIENT
2024-10-09,3175.0,3179.95,3134.4,3153.75,897335,ADANIENT
2024-10-10,3140.0,3211.0,3056.1,3174.2,2905725,ADANIENT
2024-10-11,3174.2,3190.0,3116.0,3137.2,1035260,ADANIENT
2024-10-14,3145.0,3150.1,3092.85,3101.1,437728,ADANIENT
2024-10-15,3124.0,3128.0,3091.5,3104.7,371613,ADANIENT
2024-10-16,3098.0,3115.4,3061.0,3085.9,543476,ADANIENT
2024-10-17,3089.95,3100.0,2993.0,3013.75,2655289,ADANIENT
2024-10-18,2990.0,3031.7,2968.1,3002.0,796339,ADANIENT
2024-10-21,3005.15,3014.95,2916.95,2937.65,1051690,ADANIENT
2024-10-22,2938.0,2955.0,2818.0,2823.8,1209732,ADANIENT
2024-10-23,2840.85,2879.0,2820.1,2835.55,1270530,ADANIENT
2024-10-24,2841.05,2875.15,2807.9,2830.2,942066,ADANIENT
2024-10-25,2845.0,2847.0,2654.7,2693.45,1954174,ADANIENT
2024-10-28,2701.1,2822.4,2672.1,2798.65,1385033,ADANIENT
2024-10-29,2803.0,2863.05,2732.85,2848.6,1529844,ADANIENT
2024-10-30,2864.0,2997.15,2815.05,2969.3,2884272,ADANIENT
2024-10-31,2967.9,2976.5,2933.85,2947.25,1156390,ADANIENT
2024-11-01,2960.0,2975.6,2928.4,2949.5,304673,ADANIENT
2024-11-04,2935.0,2943.0,2857.75,2897.4,1059384,ADANIENT
2024-11-05,2897.4,2924.0,2870.0,2915.55,752303,ADANIENT
2024-11-06,2918.0,3070.0,2918.0,3046.25,1676755,ADANIENT
2024-11-07,3045.0,3045.0,2943.05,2970.1,1285585,ADANIENT
2024-11-08,2965.1,2995.0,2911.25,2929.1,835641,ADANIENT
2024-11-11,2928.0,2946.8,2888.0,2903.65,584144,ADANIENT
2024-11-12,2910.0,2930.45,2855.0,2870.0,597231,ADANIENT
2024-11-13,2860.0,2889.0,2808.0,2816.7,890146,ADANIENT
2024-11-14,2824.0,2844.8,2801.0,2826.8,646797,ADANIENT
2024-11-18,2826.8,2858.65,2793.3,2818.7,489692,ADANIENT
2024-11-19,2831.0,2894.8,2809.8,2821.5,536296,ADANIENT
2024-11-21,2539.35,2539.35,2155.05,2183.65,21796668,ADANIENT
2024-11-22,2101.0,2289.7,2025.0,2228.0,20939196,ADANIENT
2023-10-03,826.0,836.75,824.25,831.4,2453090,ADANIPORTS
2023-10-04,830.95,845.45,819.35,824.6,4096647,ADANIPORTS
2023-10-05,830.85,832.0,820.25,825.2,2083505,ADANIPORTS
2023-10-06,830.0,836.5,826.4,830.75,1877058,ADANIPORTS
2023-10-09,815.0,818.8,785.0,790.05,5994282,ADANIPORTS
2023-10-10,800.55,823.7,800.55,819.5,7591327,ADANIPORTS
2023-10-11,827.4,827.4,812.35,814.85,3281387,ADANIPORTS
2023-10-12,818.55,823.25,812.55,814.95,2563606,ADANIPORTS
2023-10-13,812.0,824.8,805.85,813.75,3801000,ADANIPORTS
2023-10-16,818.5,818.5,803.25,805.65,2664794,ADANIPORTS
2023-10-17,812.0,814.4,804.0,805.1,2162192,ADANIPORTS
2023-10-18,808.95,809.05,795.4,798.6,2271927,ADANIPORTS
2023-10-19,796.75,797.3,787.45,792.85,2862500,ADANIPORTS
2023-10-20,791.8,803.0,788.65,793.65,2434862,ADANIPORTS
2023-10-23,793.65,795.8,769.9,771.45,2002377,ADANIPORTS
2023-10-25,772.5,783.35,761.05,769.1,2581498,ADANIPORTS
2023-10-26,764.0,771.8,754.5,770.35,3855358,ADANIPORTS
2023-10-27,774.9,786.4,773.05,782.4,2995404,ADANIPORTS
2023-10-30,785.9,794.4,779.8,785.0,3522068,ADANIPORTS
2023-10-31,789.8,791.1,782.5,784.75,2825760,ADANIPORTS
2023-11-01,784.75,790.5,767.2,769.1,2693768,ADANIPORTS
2023-11-02,776.9,783.5,772.05,774.3,1741799,ADANIPORTS
2023-11-03,780.0,798.8,777.3,795.4,4310765,ADANIPORTS
2023-11-06,801.5,806.25,799.3,802.5,2270316,ADANIPORTS
2023-11-07,803.0,808.4,796.0,797.55,2394891,ADANIPORTS
2023-11-08,802.0,823.8,800.05,818.7,5123208,ADANIPORTS
2023-11-09,825.0,827.7,798.1,806.2,4982049,ADANIPORTS
2023-11-10,808.0,818.8,806.2,808.6,3903183,ADANIPORTS
2023-11-12,816.7,816.7,811.0,812.25,265239,ADANIPORTS
2023-11-13,810.0,828.0,807.5,809.85,1050882,ADANIPORTS
2023-11-15,818.0,818.0,809.05,810.75,1694698,ADANIPORTS
2023-11-16,814.4,818.4,808.1,813.6,1689762,ADANIPORTS
2023-11-17,811.7,821.95,809.05,810.05,3218979,ADANIPORTS
2023-11-20,810.05,816.0,801.1,803.6,3227659,ADANIPORTS
2023-11-21,805.0,814.9,799.3,801.35,3643664,ADANIPORTS
2023-11-22,804.0,804.95,788.55,791.9,3212329,ADANIPORTS
2023-11-23,795.0,804.7,791.45,793.1,3776615,ADANIPORTS
2023-11-24,795.9,802.95,785.0,795.55,4421350,ADANIPORTS
2023-11-28,806.0,854.4,806.0,837.7,15929818,ADANIPORTS
2023-11-29,850.0,850.0,833.3,835.55,8057644,ADANIPORTS
2023-11-30,839.0,839.0,823.0,825.5,5998210,ADANIPORTS
2023-12-01,839.2,839.2,825.5,827.8,2932775,ADANIPORTS
2023-12-04,865.0,883.35,858.5,878.65,11064795,ADANIPORTS
2023-12-05,884.0,1024.3,880.0,1013.1,46564412,ADANIPORTS
2023-12-06,1045.0,1082.5,1008.1,1017.95,41008947,ADANIPORTS
2023-12-07,1029.0,1058.75,1021.65,1039.65,14840081,ADANIPORTS
2023-12-08,1048.0,1055.0,992.3,1022.95,12202462,ADANIPORTS
2023-12-11,1026.8,1048.0,1015.65,1031.9,7889666,ADANIPORTS
2023-12-12,1037.05,1048.45,1023.25,1041.95,4902289,ADANIPORTS
2023-12-13,1045.0,1075.0,1028.8,1063.5,8151639,ADANIPORTS
2023-12-14,1080.0,1089.9,1063.0,1074.7,8004131,ADANIPORTS
2023-12-15,1079.0,1086.5,1067.05,1078.55,11672787,ADANIPORTS
2023-12-18,1079.0,1102.4,1072.75,1094.3,5448342,ADANIPORTS
2023-12-19,1095.0,1099.0,1068.6,1074.0,5993252,ADANIPORTS
2023-12-20,1078.0,1083.85,1005.0,1012.15,8467564,ADANIPORTS
2023-12-21,996.15,1028.0,989.25,1018.95,5352057,ADANIPORTS
2023-12-22,1034.0,1050.95,1019.0,1027.5,5252106,ADANIPORTS
2023-12-26,1034.1,1041.0,1026.1,1028.75,2176775,ADANIPORTS
2023-12-27,1037.0,1037.05,1018.0,1024.4,2803997,ADANIPORTS
2023-12-28,1029.55,1031.2,1014.65,1016.95,4865603,ADANIPORTS
2023-12-29,1021.8,1034.9,1017.6,1024.35,2429250,ADANIPORTS
2024-01-01,1026.55,1057.95,1023.0,1047.85,3989711,ADANIPORTS
2024-01-02,1047.85,1082.9,1031.1,1078.4,6344621,ADANIPORTS
2024-01-03,1105.0,1144.0,1062.75,1094.25,33060778,ADANIPORTS
2024-01-04,1117.0,1131.0,1103.55,1123.2,9771995,ADANIPORTS
2024-01-05,1129.1,1160.0,1125.4,1154.25,10622789,ADANIPORTS
2024-01-08,1160.0,1182.0,1152.0,1168.85,8760094,ADANIPORTS
2024-01-09,1182.0,1229.9,1178.5,1197.1,14701104,ADANIPORTS
2024-01-10,1220.0,1220.0,1197.0,1214.35,7036728,ADANIPORTS
2024-01-11,1221.0,1223.6,1200.0,1202.95,3721202,ADANIPORTS
2024-01-12,1210.4,1218.75,1201.05,1207.1,3912779,ADANIPORTS
2024-01-15,1214.0,1215.35,1189.1,1203.1,2825654,ADANIPORTS
2024-01-16,1203.6,1212.0,1186.8,1193.35,3173587,ADANIPORTS
2024-01-17,1180.0,1204.7,1159.45,1166.85,5268593,ADANIPORTS
2024-01-18,1171.05,1184.3,1143.45,1154.05,5918594,ADANIPORTS
2024-01-19,1162.25,1166.8,1150.0,1152.45,2732559,ADANIPORTS
2024-01-20,1158.9,1198.75,1150.0,1193.0,2521107,ADANIPORTS
2024-01-23,1199.15,1207.2,1130.25,1137.1,7201014,ADANIPORTS
2024-01-24,1138.0,1146.75,1118.35,1120.6,18373913,ADANIPORTS
2024-01-25,1122.15,1155.75,1111.6,1146.3,4305042,ADANIPORTS
2024-01-29,1155.0,1204.9,1151.0,1196.65,6768033,ADANIPORTS
2024-01-30,1200.0,1217.2,1181.0,1187.35,4683729,ADANIPORTS
2024-01-31,1195.8,1214.25,1191.65,1207.65,5510242,ADANIPORTS
2024-02-01,1213.6,1239.5,1200.3,1218.85,7433628,ADANIPORTS
2024-02-02,1233.05,1287.5,1231.7,1261.45,10450227,ADANIPORTS
