ticker,price_change
BAJAJ-AUTO,7747.80029296875
TRENT,6243.000244140625
ULTRACEMCO,3954.89990234375
MARUTI,3635.1494140625
HEROMOTOCO,3235.44970703125
APOLLOHOSP,2664.55029296875
BRITANNIA,2048.75
BAJFINANCE,1857.2998046875
SHRIRAMFIN,1830.8499755859375
EICHERMOT,1780.35009765625
